latitude,longitude,facility_name,source_facility_type,odhf_facility_type,provider,city,province
43.9744937,-78.19501703,Golden Plough Lodge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Cobourg,Ontario
43.97509868,-80.73933974,Saugeen Valley Nursing Center,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Mount Forest,Ontario
43.9837753,-78.17209322,Extendicare Cobourg,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Cobourg,Ontario
43.99421064,-77.1810053,Hallowell House,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Edward,Ontario
43.99779774,-79.47131474,Chartwell Aurora Long-Term Care Residence,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Aurora,Ontario
44.00244715,-77.14847409,Kentwood Park,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Edward,Ontario
44.00278365,-79.26290138,Bloomington Cove Care Community,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Whitchurch-Stouffville,Ontario
44.02513295,-77.13549939,H.J. Mcfarland Memorial Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Picton,Ontario
44.0396526,-77.7444136,Maplewood,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Brighton,Ontario
44.04894845,-79.46340434,Eagle Terrace,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Newmarket,Ontario
44.05748695,-79.47891695,Mackenzie Place,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Newmarket,Ontario
44.05931585,-79.45092944,Southlake Residential Care Village,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Newmarket,Ontario
44.07675832,-80.20035498,Dufferin Oaks,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Shelburne,Ontario
44.08139484,-79.77752875,Simcoe Manor Home For The Aged,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,New Tecumseth,Ontario
44.08301872,-80.20421248,Shelburne Long-Term Care,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Shelburne,Ontario
44.09967975,-79.57244678,Bradford Valley Care Community,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Bradford West Gwillimbury,Ontario
44.10291195,-77.55773544,Trent Valley Lodge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Quinte West,Ontario
44.10408728,-79.11189924,Reachview Village,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Uxbridge,Ontario
44.10639945,-77.56149694,Crown Ridge Place,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Quinte West,Ontario
44.11144499,-78.95044579,Port Perry Place,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Port Perry,Ontario
44.12121858,-81.15427199,Brucelea Haven Long-Term Care - Corporation Of The County Of Bruce,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Walkerton,Ontario
44.14702066,-77.40620279,Westgate Lodge Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Belleville,Ontario
44.14751276,-77.41249679,Hastings Manor Home For The Aged,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Belleville,Ontario
44.1562909,-78.4477515,Centennial Place Long-Term Care,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Millbrook,Ontario
44.15991379,-81.01744915,Hanover Care Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Hanover,Ontario
44.16007616,-77.40393509,Belmont Long-Term Care Facility,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Belleville,Ontario
44.17446891,-80.80961509,Rockwood Terrace Home For The Aged,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Durham,Ontario
44.19803357,-77.39029009,E. J. Mcquigge Lodge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Belleville,Ontario
44.19868555,-77.89304385,Warkworth Place,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Warkworth,Ontario
44.2012069,-77.0375329,Friendly Manor Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Greater Napanee,Ontario
44.23107203,-78.39679912,Springdale Country Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Peterborough,Ontario
44.232338,-79.456847,Cedarvale Lodge Retirement And Care Community,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Georgina,Ontario
44.23553812,-76.4854634,Providence Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kingston,Ontario
44.23807732,-76.4823285,Rideaucrest Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kingston,Ontario
44.23934601,-76.53531092,Extendicare Kingston,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kingston,Ontario
44.23937071,-76.55865852,Arbour Heights,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kingston,Ontario
44.2413403,-76.97028786,The John M. Parrott Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Napanee,Ontario
44.26877564,-78.36982641,St. Joseph's At Fleming,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Peterborough,Ontario
44.28480207,-77.84842135,Burnbrae Gardens Long-Term Care Residence,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Campbellford,Ontario
44.2983199,-81.091335,Parkview Manor Health Care Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Chesley,Ontario
44.29856245,-78.34564511,Extendicare Peterborough,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Peterborough,Ontario
44.30037081,-76.98430987,The Village Green Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Greater Napanee,Ontario
44.30226088,-77.54846075,Stirling Manor Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Stirling,Ontario
44.3039488,-79.36171604,River Glen Haven Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Georgina,Ontario
44.31346333,-76.4650418,Fairmount Home For The Aged,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kingston,Ontario
44.31396564,-80.64029685,Grey Gables Home For The Aged,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Markdale,Ontario
44.32664057,-80.09982767,Creedan Valley Care Community,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Creemore,Ontario
44.32761635,-78.3181676,Fairhaven,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Peterborough,Ontario
44.33636205,-78.3150222,Riverview Manor Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Peterborough,Ontario
44.33869223,-78.74399304,Victoria Manor Home For The Aged,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kawartha Lakes,Ontario
44.342364,-78.747889,Frost Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kawartha Lakes,Ontario
44.34268529,-79.70744685,Roberta Place,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Barrie,Ontario
44.3447647,-78.7610205,Caressant Care On Mclaughlin Road,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kawartha Lakes,Ontario
44.34590892,-79.03751134,Chartwell Bon Air Long-Term Care Residence,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Cannington,Ontario
44.36383334,-78.72369584,Extendicare Kawartha Lakes,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kawartha Lakes,Ontario
44.3641363,-79.62310322,Bob Rumball Home For The Deaf,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Barrie,Ontario
44.3686217,-79.68736455,Ioof Seniors Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Barrie,Ontario
44.3689931,-79.65609964,Mill Creek Care Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Barrie,Ontario
44.37927558,-77.96791169,Pleasant Meadow Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Norwood,Ontario
44.391122,-79.69850695,Victoria Village Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Barrie,Ontario
44.3951391,-79.69019855,Owen Hill Care Community,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Barrie,Ontario
44.4011191,-79.71536396,Coleman Care Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Barrie,Ontario
44.4026669,-79.71672256,Woods Park Care Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Barrie,Ontario
44.41953308,-80.09109148,Stayner Care Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Stayner,Ontario
44.42419477,-78.2815351,Extendicare Lakefield,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Harcourt,Ontario
44.42747763,-79.16356588,Lakeview Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Beaverton,Ontario
44.4657069,-80.9030782,Country Lane Long-Term Care Residence,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Chatsworth,Ontario
44.47111572,-77.31915479,Moira Place Long-Term Care,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Tweed,Ontario
44.48072361,-77.67733231,Caressant Care Marmora,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Marmora,Ontario
44.48264419,-80.22895893,Collingwood Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Collingwood,Ontario
44.48871523,-81.36830209,Southampton Care Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Southampton,Ontario
44.49946329,-80.19803202,Bay Haven Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Collingwood,Ontario
44.50191069,-80.20123672,Sunset Manor Home For Senior Citizens,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Collingwood,Ontario
44.52836508,-78.53389679,Pinecrest Nursing Home (Bobcaygeon),Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Little Britain,Ontario
44.52846487,-78.73121905,Fenelon Court,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kawartha Lakes,Ontario
44.54008478,-78.54103519,Case Manor Care Community,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kawartha Lakes,Ontario
44.56074357,-80.92749966,Lee Manor Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Owen Sound,Ontario
44.56743597,-80.94905687,Maple View,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Owen Sound,Ontario
44.56929937,-80.92272196,Georgian Heights,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Owen Sound,Ontario
44.58237802,-79.86181752,Sara Vista,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Elmvale,Ontario
44.60164641,-75.66542026,St. Lawrence Lodge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Brockville,Ontario
44.60302415,-79.43126489,Oak Terrace,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Orillia,Ontario
44.60314495,-79.45390869,Spencer House,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Orillia,Ontario
44.60514,-75.662296,Sherwood Park Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Brockville,Ontario
44.60660015,-79.39492597,Leacock Care Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Orillia,Ontario
44.61169379,-80.60054596,Meaford Long-Term Care - A Peoplecare Community,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Meaford,Ontario
44.62900615,-79.42526219,Trillium Manor Home For The Aged,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Orillia,Ontario
44.63454631,-75.93144305,Maple View Lodge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Athens,Ontario
44.71934,-75.51915,Wellington House Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Prescott,Ontario
44.7375315,-77.1556304,Pine Meadow Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Northbrook,Ontario
44.74034089,-81.12803284,Gateway Haven Long-Term Care,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Wiarton,Ontario
44.74305645,-79.89055855,The Villa Care Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Midland,Ontario
44.75357305,-79.87963994,Hillcrest Village Care Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Midland,Ontario
44.76796585,-79.91976266,Georgian Manor Home For The Aged,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Penetanguishene,Ontario
44.84219285,-75.89019625,Rosebridge Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Jasper,Ontario
44.88786035,-76.0208378,Broadview Nursing Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Smiths Falls,Ontario
44.90398014,-76.27207578,Lanark Lodge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Perth,Ontario
44.90433714,-76.27097938,Perth Community Care Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Perth,Ontario
44.90918586,-75.83453904,Hilltop Manor Nursing Home (Merrickville),Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Merrickville,Ontario
44.9143044,-79.36729389,Muskoka Shores Care Community,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Gravenhurst,Ontario
44.92594814,-78.72985369,Hyland Crest,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Minden,Ontario
44.98706902,-81.25537981,Golden Dawn Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Lions Head,Ontario
45.0031277,-74.6869469,Tsiionkwanonhsote,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Akwesasne,Ontario
45.01462532,-74.73145128,St. Joseph's Continuing Care Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Cornwall,Ontario
45.01874519,-75.65323739,Bayfield Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kemptville,Ontario
45.02136413,-74.71865558,Parisien Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Cornwall,Ontario
45.02603103,-74.68347497,Glen-Stor-Dun Lodge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Cornwall,Ontario
45.03336123,-74.73229849,Heartwood,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Cornwall,Ontario
45.03376712,-74.88721694,Woodland Villa,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Long Sault,Ontario
45.03824146,-78.52941943,Highland Wood,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Haliburton,Ontario
45.05169583,-79.29822038,The Pines,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Bracebridge,Ontario
45.051712,-78.502471,Extendicare Haliburton,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Haliburton,Ontario
45.0550849,-77.86421482,Hastings Centennial Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Bancroft,Ontario
45.08860351,-75.3555682,Dundas Manor Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Winchester,Ontario
45.13580539,-76.15419976,Stoneridge Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Carleton Place,Ontario
45.14626646,-74.50391692,Chartwell Lancaster Long-Term Care Residence,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Lancaster,Ontario
45.2188403,-76.19075728,Almonte Country Haven,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Mississippi Mills,Ontario
45.22188813,-75.50384886,Township Of Osgoode Care Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.2287855,-76.18998128,Fairview Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Mississippi Mills,Ontario
45.26559733,-75.70705903,Carleton Lodge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.26988372,-75.90499269,Granite Ridge Care Community,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.27229585,-75.28638399,St. Jacques Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Embrun,Ontario
45.28026603,-75.72981554,Longfields Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.28415857,-74.86345425,Maxville Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Maxville,Ontario
45.29369315,-75.22846107,Foyer St-Viateur Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Limoges,Ontario
45.30976033,-75.9009793,Garden Terrace,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.31136778,-74.63263588,The Palace,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Alexandria,Ontario
45.31439133,-75.9096673,Forest Hill,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.32656618,-79.21252868,Fairvern Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Huntsville,Ontario
45.33624348,-79.20221468,Muskoka Landing,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Huntsville,Ontario
45.3407019,-80.0176609,Lakeland Long-Term Care,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Parry Sound,Ontario
45.34272524,-80.03862375,Belvedere Heights,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Parry Sound,Ontario
45.34293864,-75.76125205,Peter D. Clark Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.35366004,-75.75058715,Extendicare Starwood,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.35435184,-75.75821985,Extendicare Medex,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.35438354,-75.77592346,Extendicare West End Villa,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.36599844,-75.72703304,Villa Marconi,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.36711344,-75.77672586,Carlingview Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.37526254,-75.77907516,Extendicare New Orchard Lodge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.37622944,-75.75281145,Hillel Lodge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.39876525,-75.68635693,Glebe Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.40088385,-75.72755805,The Salvation Army Ottawa Grace Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.43220386,-75.69601434,Élisabeth-Bruyère Residence,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.43608988,-75.15507656,Caressant Care Bourget,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Clarence-Rockland,Ontario
45.43785466,-75.68321333,Garry J. Armstrong Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.440588,-75.347066,Sarsfield Colonial Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.44308406,-75.66040993,Centre D'Accueil Champlain,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.44640676,-75.61084101,Extendicare Laurier Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.44672936,-75.64059562,Montfort,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.44785486,-75.62821042,Manoir Marochel,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.46043427,-75.559988,Madonna Care Community,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Ottawa,Ontario
45.48151172,-76.69696907,Groves Park Lodge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Renfrew,Ontario
45.48345932,-76.70256458,Bonnechere Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Renfrew,Ontario
45.48637478,-77.6878502,Valley Manor Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Barrys Bay,Ontario
45.51025689,-75.21616879,Centre D'Accueil Roger Seguin,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Clarence Creek,Ontario
45.5420141,-74.99812112,Pinecrest (Plantagenet),Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Plantagenet,Ontario
45.60023563,-74.61370539,Residence Prescott Et Russell,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Hawkesbury,Ontario
45.62972163,-74.67048831,Chartwell Champlain Long-Term Care Residence,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Lorignal,Ontario
45.80266553,-81.72321194,Wikwemikong Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Wikwemikong,Ontario
45.82684776,-77.13017355,Miramichi Lodge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Pembroke,Ontario
45.91388961,-82.46562059,Manitoulin Lodge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Gore Bay,Ontario
45.98389625,-81.93648973,Manitoulin Centennial Manor Home For The Aged,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Little Current,Ontario
46.0786957,-79.3588835,Eastholme Home For The Aged,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Powassan,Ontario
46.24835493,-79.33681562,Nipissing Manor Nursing Care Center,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Corbeil,Ontario
46.27873103,-79.44783366,Waters Edge Care Community,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,North Bay,Ontario
46.31349257,-78.71984132,Algonquin Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Mattawa,Ontario
46.31926603,-79.44608166,Cassellholme,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,North Bay,Ontario
46.37203452,-79.92058532,Au Chateau,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,West Nipissing,Ontario
46.46661488,-80.96677167,"St. Joseph's Villa, Sudbury",Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Sudbury,Ontario
46.47514368,-81.00771419,Extendicare York,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Sudbury,Ontario
46.48424888,-80.92711026,Finlandia Hoivakoti Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Sudbury,Ontario
46.50713379,-80.93753367,Extendicare Falconbridge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Sudbury,Ontario
46.51756439,-80.98200638,Pioneer Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Sudbury,Ontario
46.5295084,-84.32443156,Extendicare Van Daele,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Sault Ste Marie,Ontario
46.5350635,-84.30335325,Extendicare Maple View Of Sault Ste. Marie,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Sault Ste Marie,Ontario
46.5396691,-84.33693736,Mauno Kaihla Koti,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Sault Ste Marie,Ontario
46.55200831,-84.31955276,Cedarwood Lodge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Sault Ste Marie,Ontario
46.5521221,-84.3119845,F. J. Davey Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Sault Ste Marie,Ontario
46.575821,-81.183418,St. Gabriel's Villa Of Sudbury,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Sudbury,Ontario
46.6119611,-81.02674901,Elizabeth Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Sudbury,Ontario
47.43879,-79.63082324,Temiskaming Lodge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Temiskaming Shores,Ontario
47.4407208,-79.63014404,Extendicare Tri-Town,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Temiskaming Shores,Ontario
47.8219425,-79.8655049,Northview Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Englehart,Ontario
47.841251,-83.414961,The Bignucolo Residence,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Chapleau,Ontario
48.15345549,-80.01468335,Teck Pioneer Residence,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kirkland Lake,Ontario
48.15597609,-80.02268375,Extendicare Kirkland Lake,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kirkland Lake,Ontario
48.37456045,-89.27416157,Southbridge Pinewood,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Thunder Bay,Ontario
48.38274726,-89.25160776,Southbridge Lakehead,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Thunder Bay,Ontario
48.38712316,-89.27025117,Hogarth Riverview Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Thunder Bay,Ontario
48.41777116,-89.25595747,Pioneer Ridge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Thunder Bay,Ontario
48.44135877,-89.24131667,Bethammi Nursing Home,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Thunder Bay,Ontario
48.45042517,-89.21555166,Southbridge Roseview,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Thunder Bay,Ontario
48.47746467,-81.37922804,Extendicare Timmins,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Timmins,Ontario
48.48606627,-81.34352493,Golden Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Timmins,Ontario
48.53944263,-80.46973105,Rosedale Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Matheson,Ontario
48.61757858,-93.38953726,Riverside Health Care Facilities Inc. — Rainycrest Home For The Aged,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Fort Frances,Ontario
48.71856,-94.5692765,Rainy River Health Centre,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Rainy River,Ontario
48.76584185,-80.68247105,South Centennial Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Iroquois Falls,Ontario
48.78045446,-87.10460125,Wilkes Terrace,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Terrace Bay,Ontario
49.06971147,-81.0205333,Villa Minto,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Cochrane,Ontario
49.41769224,-82.41017831,Extendicare Kapuskasing,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kapuskasing,Ontario
49.42402834,-82.43174902,North Centennial Manor,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kapuskasing,Ontario
49.6848447,-83.67961927,Foyer Des Pionniers,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Hearst,Ontario
49.76559284,-94.504978,Birchwood Terrace,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Kenora,Ontario
49.783303,-92.8352797,Princess Court,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Dryden,Ontario
50.10591688,-91.91875908,William A. 'Bill' George Extended Care Facility,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Sioux Lookout,Ontario
51.01327044,-93.82244384,Northwood Lodge,Long-Term Care,Nursing And Residential Care Facilities,Province of Ontario,Red Lake,Ontario
